compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
BRD-K05619559,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,P17952,murC,MurC,0.862376238,0.972857143,0
BRD-K00003130,NC[C@H]1O[B](O)c2c(cccc21)OCCCO,P17952,murC,MurC,1.013927577,0.94,0
BRD-K53123955,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,P17952,murC,MurC,1.015598886,1.001168224,0
BRD-K01825576,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=C(C(=O)N)C1=O)O)C(=O)c1c(cccc1[C@]3(C)O)O,P17952,murC,MurC,1.023955432,1.010514019,0
BRD-A08641215,CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O ,P17952,murC,MurC,1.003342618,1.048481308,0
BRD-K79092138,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],P17952,murC,MurC,1.054038997,1.10046729,0
BRD-K46970505,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[n+]1ccn2ncccc12)c1nsc(n1)N,P17952,murC,MurC,1.021727019,0.905714286,0
BRD-K52117081,CC(C)(O/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[n+]1ccccc1)c1csc(n1)N)C(=O)O,P17952,murC,MurC,1.002228412,1.033878505,0
BRD-K00003661,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc1nnnn1C)c1csc(n1)N,P17952,murC,MurC,1.111420613,0.995714286,0
BRD-K11905747,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,P17952,murC,MurC,0.878217822,1.03271028,0
BRD-K56735750,COC(=O)N/N=C/c1c[n+](c2ccccc2[n+]1[O-])[O-],P17952,murC,MurC,1.055710306,0.944285714,0
BRD-K00003257,CC(C)(O/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[N+]1(CCCC1)CCNC(=O)c1ccc(c(c1Cl)O)O)c1csc(n1)N)C(=O)O,P17952,murC,MurC,1.036211699,0.622857143,0
BRD-K71059170,Nc1nc(cs1)/C(=N/OCC(=O)O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,P17952,murC,MurC,1.13091922,1.107476636,0
BRD-K72903603,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,P17952,murC,MurC,1.155431755,1.002336449,0
BRD-K63550407,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,P17952,murC,MurC,0.913861386,1.004672897,0
BRD-K46982791,Oc1ccc(c2cccnc12)Cl,P17952,murC,MurC,1.043454039,1.271028037,0
BRD-K51677086,CCOC(=O)CCC(=O)O[C@H]1[C@@H](O[C@H](C)C[C@@H]1N(C)C)O[C@@H]1[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]1(C)O,P17952,murC,MurC,1.03454039,1.07067757,0
BRD-K74501079,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,P17952,murC,MurC,1.041225627,1.069509346,0
BRD-K00003346,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)N(C)C,P17952,murC,MurC,1.126462396,1.101635514,0
BRD-A41020680,CN(C)[C@@H]1[C@H]2C[C@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,P17952,murC,MurC,1.18551532,1.151869159,0
BRD-K66412701,C[C@H]1COc2c3c(cc(c2C2(N)CC2)F)C(=O)C(=CN13)C(=O)O,P17952,murC,MurC,0.989108911,1.032126168,0
BRD-A20863183,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@H](CC1(C)C)Oc1ccc2c(c1C)OC(=O)[C@@H](C2)NC(=O)c1[nH]cc(c1C)CC(=O)NC1=Cc2ccc(c(c2OC1=O)C)O[C@@H]1OC(C)(C)[C@H](OC)[C@@H](OC(=O)c2ccc([nH]2)C)[C@H]1O ,P17952,murC,MurC,2.458495822,2.067172897,0
BRD-A48237631,CO[C@]12[C@@H]3N[C@@H]3CN2C2=C([C@@H]1COC(=O)N)C(=O)C(=C(C)C2=O)N ,P17952,murC,MurC,1.158774373,1.007593458,0
BRD-K37908742,CN1C(=O)[C@@]23CC4=CC=C[C@H](O)[C@H]4N3C(=O)[C@@]1(CO)SS2,P17952,murC,MurC,0.846534653,0.848571429,0
BRD-K73629461,CC(=O)ON1C=C(F)C(=O)NC1=O,P17952,murC,MurC,1.122562674,1.010514019,0
BRD-K00003569,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)[C@H]3C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O)O)CNCC(C)(C)C)N(C)C,P17952,murC,MurC,1.172144847,1.08411215,0
BRD-K00004533,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(c1C)N)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCCNCCCCN ,P17952,murC,MurC,0.999009901,1.012850467,0
BRD-K00003362,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,P17952,murC,MurC,0.510891089,0.177040816,0
BRD-K00003351,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3[C@H](C(=O)c4c(cccc4C3=C)O)C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O,P17952,murC,MurC,1.050139276,1.002336449,0
BRD-K47079459,CCCCCCCCCCCCCCCC[N+](C)(C)C,P17952,murC,MurC,0.961386139,0.174150485,0
BRD-K00003142,N[C@@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,P17952,murC,MurC,0.894059406,0.718571429,0
BRD-K36990484,CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)Nc1cc(ccc1Cl)C(F)(F)F)F,P17952,murC,MurC,1.023955432,1.120911215,0
BRD-K00004708,NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,P17952,murC,MurC,0.968316832,0.92,0
BRD-K60663764,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,P17952,murC,MurC,0.838613861,0.975714286,0
BRD-K97348307,OC(=O)C1=C(O)C2=C(CCCC2)NC1=O,P17952,murC,MurC,0.348765432,0.855714286,0
BRD-K00004694,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,P17952,murC,MurC,1.153760446,1.010514019,0
BRD-M15413738,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]1NC(=N)N.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]1NC(=N)N ,P17952,murC,MurC,1.00724234,0.918571429,0
BRD-K00003370,OC[C@H]1CN(C(=O)O1)c1ccc(c(c1)F)OCC1(O)CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2C1CC1)C(=O)O,P17952,murC,MurC,1.402785515,1.36682243,0
BRD-K00003489,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@H]1C,P17952,murC,MurC,1.00724234,1.041471963,0
BRD-K00003215,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(=O)(=O)O,P17952,murC,MurC,0.937623762,0.827142857,0
BRD-K00004538,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,P17952,murC,MurC,1.088579387,0.948571429,0
BRD-K00003300,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N ,P17952,murC,MurC,1.005571031,0.984285714,0
BRD-K00003124,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCNCCCN)OS(=O)(=O)O,P17952,murC,MurC,1.041225627,1.061331776,0
BRD-A40787240,CO/N=C/1\CN(C[C@@H]1CN)c1nc2c(cc1F)C(=O)C(=CN2C1CC1)C(=O)O,P17952,murC,MurC,0.75049505,0.684285714,0
BRD-K87700323,CCCCCCCCCCCCCCCC[n+]1ccccc1,P17952,murC,MurC,0.920792079,0.587142857,0
BRD-K01824995,O=C1OC(=O)[C@H]2[C@H]3CC[C@@H](O3)[C@H]21,P17952,murC,MurC,1.246239554,1.115070093,0
BRD-K03063480,Cn1cc(cn1)-c1[nH]c2cc(cc3c2c1C=NNC3=O)NC(=O)[C@H](N)C1CCCCC1,P17952,murC,MurC,0.97029703,0.915714286,0
BRD-K00003344,NC(=O)[C@@H]1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C1=O)O,P17952,murC,MurC,1.233426184,1.10338785,0
BRD-K38684403,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,P17952,murC,MurC,0.916831683,1.007009346,0
BRD-K15262564,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C/C(=C/C(=O)OCCCCCCCCC(=O)O)C)[C@H](O)[C@@H]1O,P17952,murC,MurC,0.845544554,0.937142857,0
BRD-K01825158,N[C@H]1CCN(C1)c1nc2c(cc1F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,P17952,murC,MurC,0.958415842,0.91,0
BRD-K00002625,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(cc1)O)[C@H](O)CCN ,P17952,murC,MurC,0.897029703,0.982857143,0
BRD-K00003352,CN(C)[C@H]1[C@@H]2C[C@H]3[C@@H](C(=O)c4c(cccc4[C@@]3(C)O)O)C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O,P17952,murC,MurC,1.022841226,0.978571429,0
BRD-A69651145,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,P17952,murC,MurC,0.940594059,1.038551402,0
BRD-K85882401,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,P17952,murC,MurC,1.056824513,1.026285047,0
BRD-K24844714,FC1=CNC(=O)NC1=O,P17952,murC,MurC,0.917821782,1.022780374,0
CEFPIRAMIDE ,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,P17952,murC,MurC,0.887128713,1.055490654,0
GEMIFLOXACIN MESYLATE ,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,P17952,murC,MurC,0.797029703,0.54,0
POLYMYXIN B SULFATE ,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,P17952,murC,MurC,1.026183844,0.945714286,0
PRAXADINE HYDROCHLORIDE ,Cl.N=C(N)n1cccn1,P17952,murC,MurC,0.922772277,1.012266355,0
CHLORHEXIDINE DIHYDROCHLORIDE ,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,P17952,murC,MurC,0.928712871,0.872857143,0
TOTAROL ,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,P17952,murC,MurC,1.299164345,1.377920561,0
CEFOTAXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],P17952,murC,MurC,0.902970297,1.019275701,0
CHLORAMPHENICOL ,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,P17952,murC,MurC,1.019498607,1.065420561,0
GATIFLOXACIN ,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,P17952,murC,MurC,0.983168317,1.021028037,0
CEFAZOLIN SODIUM ,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],P17952,murC,MurC,1.134818942,0.974285714,0
PATULIN ,O=C1C=C2C(=CCOC2O)O1,P17952,murC,MurC,1.112534819,1.012850467,0
CEPHALOTHIN SODIUM ,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],P17952,murC,MurC,1.113091922,1.051985981,0
AZITHROMYCIN ,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,P17952,murC,MurC,0.93960396,1.055490654,0
RUFLOXACIN HYDROCHLORIDE ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,P17952,murC,MurC,0.840594059,0.948571429,0
CEFEPIME HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],P17952,murC,MurC,0.961386139,1.006425234,0
PRULIFLOXACIN ,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,P17952,murC,MurC,0.774257426,0.867142857,0
GENETICIN ,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,P17952,murC,MurC,1.011699164,1.053154206,0
CLINAFOXACIN HYDROCHLORIDE ,Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,P17952,murC,MurC,1.105849582,1.01635514,0
TELENZEPINE HYDROCHLORIDE ,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl,P17952,murC,MurC,0.918811881,0.971428571,0
CEFONICID SODIUM ,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],P17952,murC,MurC,1.210584958,1.283878505,0
TRIMETHOPRIM ,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,P17952,murC,MurC,0.972277228,1.093457944,0
OLOPATADINE HYDROCHLORIDE ,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,P17952,murC,MurC,0.917821782,0.892857143,0
FLEROXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,P17952,murC,MurC,1.016713092,1.031542056,0
HETACILLIN POTASSIUM ,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)[O-].[K+],P17952,murC,MurC,0.907920792,0.942857143,0
TOBRAMYCIN ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,P17952,murC,MurC,1.13816156,1.073598131,0
CEFTIOFUR HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,P17952,murC,MurC,1.045682451,0.734285714,0
OFLOXACIN ,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,P17952,murC,MurC,1.01281337,0.952857143,0
CEFOTETAN ,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,P17952,murC,MurC,0.908910891,1.046728972,0
ZIDOVUDINE [AZT] ,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,P17952,murC,MurC,0.957425743,1.053154206,0
PIROCTONE OLAMINE ,CC(N)O.Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1,P17952,murC,MurC,1.097493036,1.130841121,0
ENROFLOXACIN ,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,P17952,murC,MurC,0.838613861,0.832857143,0
CEFORANIDE ,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,P17952,murC,MurC,1.166016713,0.924285714,0
FLUMEQUINE ,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,P17952,murC,MurC,0.975247525,1.050817757,0
PEFLOXACIN MESYLATE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O,P17952,murC,MurC,1.006128134,1.025116822,0
NORFLOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,P17952,murC,MurC,0.945544554,1.061331776,0
SARAFLOXACIN HYDROCHLORIDE ,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,P17952,murC,MurC,0.844554455,0.827142857,0
CEFTEZOLE ,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,P17952,murC,MurC,1.130362117,0.991428571,0
FURAZOLIDONE ,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,P17952,murC,MurC,1.06908078,0.992857143,0
CEFMETAZOLE SODIUM ,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],P17952,murC,MurC,1.658495822,1.531542056,0
MOXIFLOXACIN HYDROCHLORIDE ,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,P17952,murC,MurC,0.989108911,1.02453271,0
CEFOPERAZONE ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,P17952,murC,MurC,1.015598886,0.868571429,0
BRD-K00535541,Nc1c2ccccc2nc2ccccc12,P17952,murC,MurC,1.029526462,0.967142857,0
NITROFURANTOIN ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,P17952,murC,MurC,1.048467967,1.053154206,0
CLEROCIDIN,CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2 ,P17952,murC,MurC,0.862376238,1.004088785,0
FLORFENICOL ,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,P17952,murC,MurC,1.070194986,1.019275701,0
CEFAMANDOLE SODIUM ,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+],P17952,murC,MurC,1.097493036,1.08411215,0
METHYLBENZETHONIUM CHLORIDE ,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-],P17952,murC,MurC,1.065181058,0.229081633,0
CEFUROXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],P17952,murC,MurC,1.270194986,1.387266355,0
PIPERACILLIN SODIUM ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],P17952,murC,MurC,0.89009901,1.012266355,0
AMIKACIN HYDRATE ,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,P17952,murC,MurC,1.030640669,1.030373832,0
CINACALCET HYDROCHLORIDE ,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,P17952,murC,MurC,1.050696379,0.92,0
BLEOMYCIN (bleomycin B2 shown) ,CCC1OC(OC(c2c[nH]cn2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCNC(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,P17952,murC,MurC,1.303064067,1.027453271,0
BENZETHONIUM CHLORIDE ,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],P17952,murC,MurC,0.595049505,0.201388889,0
NITROFURAZONE ,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,P17952,murC,MurC,1.040111421,1.059579439,0
MARBOFLOXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,P17952,murC,MurC,0.883168317,1.025116822,0
COLISTIN SULFATE ,CCC(C)C1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC1=O.O=S(=O)(O)O.O=S(=O)(O)O,P17952,murC,MurC,1.125905292,1.013434579,0
PAZUFLOXACIN MESYLATE ,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CS(=O)(=O)O,P17952,murC,MurC,0.938613861,0.977142857,0
DIFLOXACIN HYDROCHLORIDE ,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,P17952,murC,MurC,0.983168317,0.978571429,0
LOMEFLOXACIN HYDROCHLORIDE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,P17952,murC,MurC,0.948514851,1.019275701,0
CIPROFLOXACIN ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,P17952,murC,MurC,1.036768802,1.016939252,0
SPECTINOMYCIN HYDROCHLORIDE ,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl,P17952,murC,MurC,0.931683168,0.897142857,0
OXOLINIC ACID ,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+],P17952,murC,MurC,1,0.954285714,0
MOXALACTAM DISODIUM ,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],P17952,murC,MurC,0.999009901,1.064836449,0
BEKANAMYCIN SULFATE ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,P17952,murC,MurC,1.029526462,1.05432243,0
NADIFLOXACIN ,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,P17952,murC,MurC,0.976237624,0.864285714,0
THIMEROSAL ,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],P17952,murC,MurC,1.229526462,1.109813084,0
CEFTIBUTEN ,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,P17952,murC,MurC,1.024512535,0.745714286,0
ORBIFLOXACIN ,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,P17952,murC,MurC,0.832673267,0.948571429,0
DONEPEZIL HYDROCHLORIDE ,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,P17952,murC,MurC,0.786138614,1.200350467,0
ENOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,P17952,murC,MurC,0.844554455,1.050817757,0
